name,cum_prop100k
Biala,86753.33
Bienias,86753.47
Boegner,86753.67
Bolnick,86753.81
Boytim,86754.16
Breedwell,86754.29
Bridenbaker,86754.36
Bukala,86754.85
Burcaw,86754.98
Burnias,86755.05
Camat,86755.33
Castillero,86755.54
Caucci,86755.6
Ciminello,86755.88
Clissold,86756.02
Collova,86756.16
Consuelo,86756.23
Cwiek,86756.5
Danzinger,86756.64
Degraeve,86756.78
Deremo,86756.98
Derito,86757.05
Devoti,86757.12
Dimitt,86757.4
Distelrath,86757.6
Doehrman,86757.67
Drewitz,86757.81
Dugre,86758.02
Echelberry,86758.29
Enget,86758.5
Espich,86758.57
Fedoruk,86758.78
Fevola,86759.12
Floreslopez,86759.33
Frailing,86759.4
Freie,86759.47
Friebe,86759.53
Gallenberger,86759.6
Gandrud,86759.67
Geffken,86759.81
Gellenbeck,86759.95
Ginsbach,86760.16
Glidwell,86760.29
Gozum,86760.64
Grabar,86760.71
Greller,86760.84
Guentzel,86760.98
Gugler,86761.05
Hanzl,86761.47
Hastedt,86761.67
Helmin,86762.09
Hershberg,86762.15
Hezel,86762.29
Himle,86762.36
Hironimus,86762.43
Holcroft,86762.57
Horejs,86762.64
Houselog,86762.71
Howieson,86762.78
Hrbacek,86762.84
Huebschman,86762.91
Itterly,86763.05
Jancik,86763.19
Kappmeyer,86763.6
Karli,86763.67
Katinas,86763.74
Kelbel,86763.88
Kernohan,86764.02
Klenz,86764.15
Klepacz,86764.22
Koelbel,86764.29
Kornack,86764.5
Koyl,86764.57
Kunick,86764.84
Kwast,86764.91
Labe,86764.98
Leflar,86765.4
Leritz,86765.46
Linkey,86765.6
Livak,86765.67
Longwill,86765.88
Losser,86765.95
Luchetta,86766.02
Madalinski,86766.22
Mainelli,86766.29
Majetich,86766.36
Mansmann,86766.64
Mattivi,86767.12
McInroe,86767.4
Medernach,86767.46
Metevier,86767.6
Modrzejewski,86767.88
Monheim,86768.02
Monka,86768.08
Montbriand,86768.15
Nardecchia,86768.5
Nastro,86768.57
Nause,86768.64
Niebruegge,86768.84
Nyseth,86769.05
Ogorzalek,86769.26
Pahlke,86769.46
Paronto,86769.6
Pasteris,86769.67
Patullo,86769.81
Petracek,86770.08
Pogosian,86770.36
Polanowski,86770.43
Pollay,86770.5
Quinnan,86770.91
Radl,86771.05
Regna,86771.26
Rentner,86771.33
Ritzema,86771.53
Runyen,86771.95
Rustman,86772.01
Saucillo,86772.64
Scappaticci,86772.7
Schaarschmidt,86772.77
Schaetz,86772.84
Schneweis,86772.98
Schoeler,86773.05
Schottler,86773.12
Schwartzhoff,86773.26
Schwope,86773.39
Scramlin,86773.53
Seabridge,86773.67
Setlak,86774.01
Shurbet,86774.15
Sipka,86774.43
Slike,86774.7
Sokolovsky,86774.84
Spriet,86774.98
Standingbear,86775.19
Stanisz,86775.26
Steingass,86775.32
Stenta,86775.39
Stirton,86775.46
Stommes,86775.53
Subach,86775.67
Suchla,86775.74
Sufka,86775.88
Sundararajan,86776.01
Szela,86776.15
Tattershall,86776.29
Terenzio,86776.43
Tjoelker,86776.84
Tromley,86777.05
Tunget,86777.19
Tuxbury,86777.25
Tzou,86777.32
Vaghela,86777.39
Vanderver,86777.67
Vanklaveren,86777.81
Vansteenwyk,86777.88
Vansyoc,86777.94
Varhola,86778.08
Vercoe,86778.29
Verrochi,86778.36
Vnuk,86778.56
Wharam,86779.05
Wiederhoeft,86779.12
Wiedower,86779.19
Wiethorn,86779.32
Wollersheim,86779.39
Xanthos,86779.53
Zawodny,86779.74
Zbranek,86779.81
Zega,86779.88
Zelinger,86779.94
Zhukov,86780.01
Ziemak,86780.08
Zwicke,86780.15
Hearth,86761.88
Kizis,86764.09
Marang,86766.71
Paran,86769.53
Vandorp,86777.74
Capman,86755.4
Georgis,86760.02
Harthan,86761.53
Lale,86765.26
Clime,86755.95
Manee,86766.57
Senour,86773.88
Hearin,86761.81
Maceo,86766.15
Yorn,86779.6
Earling,86758.22
Jamin,86763.12
Plaine,86770.29
Vencil,86778.22
Alberry,86751.74
Senders,86773.81
Lacore,86765.05
Tenas,86776.36
Boi,86753.74
Sator,86772.57
Buddle,86754.78
Coban,86756.09
Skyler,86774.57
Gex,86760.09
Gun,86761.19
Valet,86777.53
Seow,86773.95
Dene,86756.85
Cayou,86755.67
Lakhan,86765.19
Elsheikh,86758.43
Longshaw,86765.81
Thombs,86776.63
Lafaille,86765.12
Besant,86753.26
Gosserand,86760.5
Massay,86767.05
Spanks,86774.91
Girault,86760.22
Abdu,86751.54
Rudley,86771.88
Okai,86769.39
Dowl,86757.74
Cullors,86756.43
Vixamar,86778.5
Vassor,86778.15
Signal,86774.36
Wardrick,86778.91
Momplaisir,86767.95
Rancifer,86771.12
Abuali,86751.61
Acorda,86751.67
Aldapa,86751.81
Algier,86751.88
Ankele,86752.02
Arrezola,86752.09
Barbat,86752.36
Bartges,86752.5
Bartucca,86752.57
Bartuska,86752.64
Basche,86752.71
Bayudan,86752.78
Bazata,86752.85
Belcik,86752.98
Bienhoff,86753.4
Bluto,86753.54
Bobka,86753.61
Borque,86753.88
Boslet,86753.95
Bottolfson,86754.02
Bovender,86754.09
Braseth,86754.23
Brinza,86754.43
Brissenden,86754.5
Broek,86754.57
Brohm,86754.64
Broms,86754.71
Bulatao,86754.92
Buzon,86755.12
Cajigal,86755.19
Calicchia,86755.26
Caramico,86755.47
Chakos,86755.74
Cheverez,86755.81
Contestabile,86756.29
Crandal,86756.36
Dakroub,86756.57
Defur,86756.71
Depper,86756.91
Dhanda,86757.19
Diazhernandez,86757.26
Dillbeck,86757.33
Dinnell,86757.47
Dipetrillo,86757.54
Dudden,86757.88
Dudra,86757.95
Dulla,86758.09
Duncklee,86758.16
Ehlman,86758.36
Ettleman,86758.64
Farbstein,86758.71
Feichtinger,86758.85
Felner,86758.91
Ferrusca,86758.98
Fertel,86759.05
Fewox,86759.19
Flader,86759.26
Gechter,86759.74
Gefre,86759.88
Goenaga,86760.36
Gonzaba,86760.43
Gounder,86760.57
Grause,86760.78
Guckin,86760.91
Guigar,86761.12
Gusick,86761.26
Hallack,86761.33
Hallstead,86761.4
Harwin,86761.6
Hauert,86761.74
Heiar,86761.95
Helmey,86762.02
Heubach,86762.22
Hirschauer,86762.5
Itoh,86762.98
Jastremski,86763.26
Jeglum,86763.33
Kacmar,86763.4
Kahlert,86763.47
Kanar,86763.53
Katzenberg,86763.81
Kentch,86763.95
Kolat,86764.36
Kolles,86764.43
Kuca,86764.64
Kueffer,86764.71
Kuen,86764.78
Langit,86765.33
Linane,86765.53
Loda,86765.74
Lynnes,86766.09
Maleh,86766.43
Manangan,86766.5
Marazita,86766.77
Marazzo,86766.84
Marcolina,86766.91
Marfisi,86766.98
Mazumdar,86767.19
McCosker,86767.26
McElhose,86767.33
Meilinger,86767.53
Milbrodt,86767.67
Mimura,86767.74
Mitzelfelt,86767.81
Moselle,86768.22
Mulgado,86768.29
Muras,86768.36
Nalevanko,86768.43
Neaman,86768.71
Netemeyer,86768.77
Nitch,86768.91
Nunns,86768.98
Oehlers,86769.12
Offenburger,86769.19
Ohannessian,86769.33
Pattishall,86769.74
Perezramirez,86769.88
Perlowski,86769.95
Peryer,86770.02
Piccinich,86770.15
Pilarte,86770.22
Popowitz,86770.57
Poquiz,86770.64
Postl,86770.7
Pruemer,86770.77
Py,86770.84
Radan,86770.98
Regaldo,86771.19
Revelez,86771.39
Rittmeyer,86771.46
Rixie,86771.6
Rochow,86771.67
Roeck,86771.74
Rozga,86771.81
Ryndak,86772.08
Rzeszutek,86772.15
Sabini,86772.22
Saccoccia,86772.29
Sanfelippo,86772.36
Sangh,86772.43
Sarne,86772.5
Schaudt,86772.91
Schuurmans,86773.19
Schwefel,86773.32
Sciamanna,86773.46
Scussel,86773.6
Selent,86773.74
Seys,86774.08
Siecinski,86774.22
Signaigo,86774.29
Sister,86774.5
Slette,86774.63
Slutter,86774.77
Stagl,86775.05
Stampe,86775.12
Stuby,86775.6
Suffel,86775.81
Sullwold,86775.94
Sweder,86776.08
Tarara,86776.22
Tex,86776.5
Theoret,86776.57
Thormann,86776.7
Tinucci,86776.77
Toebben,86776.91
Toevs,86776.98
Tua,86777.12
Vaill,86777.46
Vanderven,86777.6
Vargos,86778.01
Vinge,86778.43
Vodak,86778.63
Wagher,86778.7
Wahlmeier,86778.77
Wardman,86778.84
Warthman,86778.98
Wiesenberg,86779.25
Wung,86779.46
Zaharia,86779.67
Abhold,86780.22
Adornato,86780.29
Allhands,86780.56
Almoney,86780.63
Anagnost,86780.77
Anastasiadis,86780.84
Arduser,86780.97
Bahney,86781.32
Bammert,86781.39
Bearinger,86781.59
Bearor,86781.66
Billions,86782.07
Blesch,86782.41
Bockbrader,86782.55
Bonina,86782.62
Bretzke,86782.83
Bubniak,86783.03
Buckenberger,86783.1
Bystry,86783.31
Bytnar,86783.37
Cannistraro,86783.44
Caporali,86783.51
Carabantes,86783.58
Cavinee,86783.72
Ciampoli,86783.99
Connour,86784.06
Coulam,86784.27
Daubs,86784.54
Dawalt,86784.61
Delloiacono,86784.68
Dolbec,86785.02
Dominowski,86785.09
Dufty,86785.29
Ebersbach,86785.43
Fargis,86785.84
Faville,86785.91
Fedun,86786.05
Feske,86786.25
Fetta,86786.32
Flerchinger,86786.39
Fluhart,86786.53
Fornaciari,86786.67
Fortgang,86786.73
Fortsch,86786.8
Fosbinder,86786.87
Frio,86787.01
Frischer,86787.08
Furbeck,86787.15
Furutani,86787.21
Gourlie,86787.56
Gradl,86787.63
Gratkowski,86787.69
Grgic,86787.83
Guggenmos,86787.9
Hagelgans,86788.04
Halbe,86788.11
Halweg,86788.17
Handleman,86788.24
Harsanyi,86788.45
Heisley,86788.59
Helgason,86788.65
Helmbold,86788.72
Heryford,86788.93
Hochevar,86789
Hurrelbrink,86789.2
Iammarino,86789.41
Iwasa,86789.68
Jaacks,86789.75
Jopek,86790.03
Juhn,86790.16
Jund,86790.23
Kalweit,86790.3
Kavulich,86790.44
Kempher,86790.64
Kochar,86791.12
Kocherhans,86791.19
Komnick,86791.26
Kronemeyer,86791.47
Kunzweiler,86791.6
Kwarta,86791.74
Laflesh,86791.95
Landschoot,86792.08
Lathbury,86792.15
Lichner,86792.43
Lierly,86792.56
Lindekugel,86792.63
Lorenti,86793.18
Malvitz,86793.46
Mancina,86793.52
Marinero,86793.73
Maschmann,86793.87
McClamroch,86794.35
Meilahn,86794.76
Mersino,86794.83
Milliser,86795.1
Mocabee,86795.24
Molash,86795.31
Montoni,86795.58
Morosco,86795.72
Mottershead,86795.79
Muehlberg,86795.99
Musbach,86796.13
Muscha,86796.2
Narus,86796.27
Neigel,86796.4
Nepstad,86796.54
Neutz,86796.61
Niimi,86796.68
Nuzzolo,86796.82
Obarski,86796.95
Oseland,86797.16
Overocker,86797.3
Palisi,86797.43
Papenhausen,86797.5
Parlet,86797.57
Pasma,86797.78
Paveglio,86797.84
Peckens,86797.91
Petschke,86798.19
Polcaro,86798.39
Polikoff,86798.53
Pullig,86798.74
Rainforth,86798.94
Regnerus,86799.28
Regoli,86799.35
Ringlein,86799.63
Ritrovato,86799.7
Roenfeldt,86799.76
Rosenheim,86800.11
Rotermund,86800.24
Scallorn,86800.59
Scharfenberger,86800.66
Schlagheck,86800.86
Schotte,86800.93
Sefcovic,86801.14
Seippel,86801.2
Sheehe,86801.41
Shifley,86801.48
Siesel,86801.62
Silhavy,86801.68
Skouby,86801.96
Steckly,86802.37
Steinkopf,86802.44
Stuyvesant,86802.58
Sumerel,86802.64
Syndergaard,86802.71
Tanzman,86802.92
Tautfest,86803.06
Terlesky,86803.12
Theetge,86803.26
Tillapaugh,86803.4
Tortolani,86803.67
Tranby,86803.74
Uding,86803.81
Vanboxel,86803.95
Vanoverloop,86804.08
Vanpeursem,86804.15
Vesa,86804.29
Vicich,86804.36
Visnic,86804.43
Vizzo,86804.56
Voran,86804.63
Waldt,86804.84
Warnimont,86805.04
Warunek,86805.11
Wermerskirchen,86805.25
Wildin,86805.39
Winik,86805.53
Wodarczyk,86805.59
Yankauskas,86805.73
Yenny,86805.8
Yosick,86805.94
Zavacky,86806.07
Zondervan,86806.28
Zulkoski,86806.35
Lele,86792.29
Lomastro,86793.11
Buber,86782.96
Dutchess,86785.36
Hurson,86789.27
Rosset,86800.18
Taro,86802.99
Wacasey,86804.7
Silvertooth,86801.75
Vanda,86804.02
Oar,86796.88
Theo,86803.33
Matties,86794
Catan,86783.65
Chervin,86783.92
Kilpatric,86790.78
Muckler,86795.86
Josa,86790.09
Step,86802.51
Taner,86802.85
Wilkeson,86805.46
Bizer,86782.21
Taller,86802.78
Knighting,86791.05
Favis,86785.98
Kinny,86790.85
Waggner,86804.77
Chanler,86783.85
Vanvalen,86804.22
Pela,86798.05
Mignon,86795.03
Molly,86795.38
McCobb,86794.48
Monnie,86795.51
Mattin,86794.07
Wheelington,86805.32
Marrion,86793.8
Galman,86787.28
Haper,86788.38
Heartfield,86788.52
Doye,86785.16
Forch,86786.6
Spurley,86802.23
Hussen,86789.34
Brydson,86782.89
Butchee,86783.24
Reddie,86799.22
Khalif,86790.71
Damond,86784.47
Mongo,86795.44
Selassie,86801.27
Blagrove,86782.28
Ashmon,86781.18
Cenatus,86783.79
Woldemichael,86805.66
Dadzie,86784.4
Nellon,86796.47
Boamah,86782.48
Maeweather,86793.39
Mulbah,86796.06
McKithen,86794.55
Agas,86780.36
Aguanno,86780.43
Aldy,86780.49
Alvar,86780.7
Appleget,86780.91
Arrellin,86781.04
Artese,86781.11
Ayoubi,86781.25
Bangasser,86781.45
Battjes,86781.52
Bendtsen,86781.73
Bethers,86781.8
Bhatty,86781.87
Bidle,86781.93
Biega,86782
Birley,86782.14
Blamey,86782.35
Bortolotti,86782.69
Braught,86782.76
Bugel,86783.17
Cordio,86784.13
Cottington,86784.2
Cromp,86784.33
Demorrow,86784.75
Denna,86784.81
Dewsnap,86784.88
Dilgard,86784.95
Duescher,86785.23
Eckle,86785.5
Eskind,86785.57
Esteb,86785.64
Estler,86785.71
Evernham,86785.77
Felio,86786.12
Felzien,86786.19
Floriani,86786.46
Francik,86786.94
Geris,86787.35
Glasener,86787.42
Gortmaker,86787.49
Greminger,86787.76
Gugger,86787.97
Handzlik,86788.31
Henaghan,86788.79
Henick,86788.86
Hounchell,86789.07
Huesgen,86789.13
Igawa,86789.48
Iltis,86789.55
Intemann,86789.61
Jannsen,86789.82
Jaschke,86789.89
Jodice,86789.96
Katagiri,86790.37
Keahi,86790.51
Kegebein,86790.57
Kirbo,86790.92
Klinner,86790.99
Komosinski,86791.33
Kosic,86791.4
Kuber,86791.53
Kurashige,86791.67
Labellarte,86791.81
Lacaria,86791.88
Landas,86792.01
Leedle,86792.22
Lelis,86792.36
Lieggi,86792.5
Lindzy,86792.7
Lipira,86792.77
Lizakowski,86792.84
Llopiz,86792.91
Loer,86792.98
Loglisci,86793.04
Ludman,86793.25
Luzardo,86793.32
Manista,86793.59
Mankel,86793.66
Matsinger,86793.94
Matuza,86794.14
Mauntel,86794.21
Maurey,86794.28
McClurken,86794.42
McNabney,86794.62
Mechura,86794.69
Metke,86794.9
Micklus,86794.96
Mizzoni,86795.17
Morn,86795.65
Muder,86795.92
Nasello,86796.34
Nugyen,86796.75
Odeen,86797.02
Olko,86797.09
Osterberger,86797.23
Palato,86797.36
Paron,86797.64
Pasbrig,86797.71
Pedroncelli,86797.98
Perles,86798.12
Piaz,86798.26
Pincay,86798.32
Polera,86798.46
Powlus,86798.6
Praetorius,86798.67
Racich,86798.8
Radak,86798.87
Ramzan,86799.01
Ranville,86799.08
Rasi,86799.15
Rheam,86799.42
Ricksecker,86799.49
Ridel,86799.56
Roer,86799.83
Rolka,86799.9
Ronchi,86799.97
Rosenbusch,86800.04
Royko,86800.31
Rudzki,86800.38
Rynning,86800.45
Sarcione,86800.52
Schenkman,86800.72
Scherbring,86800.79
Schuetzle,86801
Scudiero,86801.07
Seraj,86801.34
Shurling,86801.55
Simet,86801.82
Siregar,86801.89
Spenny,86802.03
Spinosi,86802.1
Springate,86802.16
Stahn,86802.3
Tesone,86803.19
Tillinger,86803.47
Tizon,86803.54
Torina,86803.6
Usi,86803.88
Vivino,86804.5
Walkiewicz,86804.91
Wardin,86804.98
Wehmann,86805.18
Yorgey,86805.87
Zabransky,86806.01
Zeto,86806.14
Zoldan,86806.21
Zuni,86806.42
Zurliene,86806.49
Agdeppa,86806.69
Allegrini,86806.76
Alsaker,86806.83
Amro,86806.89
Angelides,86806.96
Appelgate,86807.03
Avedikian,86807.24
Balick,86807.71
Basaraba,86807.92
Batesole,86807.99
Behmlander,86808.12
Bertges,86808.33
Bieganski,86808.39
Binau,86808.46
Bleess,86808.6
Blott,86808.67
Boccardo,86808.74
Bondra,86809.01
Bosold,86809.15
Bouc,86809.21
Bredberg,86809.49
Broska,86809.69
Brucken,86809.83
Bullerdick,86809.96
Canerday,86810.3
Cantorna,86810.44
Centracchio,86810.58
Chaika,86810.78
Cheam,86810.99
Chippendale,86811.19
Clonce,86811.33
Clougher,86811.4
Coppolo,86811.6
Csorba,86811.94
Dagati,86812.21
Dambrose,86812.28
Darmstadt,86812.42
Debay,86812.62
Decost,86812.69
Deguise,86812.76
Diguilio,86813.17
Druding,86813.51
Eisnor,86813.78
Entriken,86814.06
Eschner,86814.19
Fantz,86814.33
Feczko,86814.4
Ferda,86814.47
Follensbee,86814.67
Fondriest,86814.74
Forcina,86814.81
Fraenkel,86814.87
Garbiso,86815.35
Gershkovich,86815.69
Ghiglieri,86815.83
Giansante,86815.9
Glossner,86815.97
Grossie,86816.51
Grother,86816.58
Grovenstein,86816.65
Guanci,86816.78
Guzikowski,86816.92
Harveston,86817.19
Heffren,86817.26
Hobbick,86817.67
Hornickel,86817.88
Hudyma,86817.94
Husfelt,86818.01
Immonen,86818.15
Ingvalson,86818.22
Jannotta,86818.35
Jedlowski,86818.42
Kamikawa,86818.63
Karius,86818.83
Kellstrom,86818.9
Kliever,86819.24
Kloewer,86819.31
Klomparens,86819.38
Koenecke,86819.44
Koopmeiners,86819.72
Kovner,86819.85
Kralj,86819.92
Kreun,86819.99
Krisanda,86820.06
Kroetz,86820.13
Kyriazis,86820.33
Laarman,86820.4
Laleman,86820.47
Laniewski,86820.6
Lapean,86820.67
Lawinger,86820.88
Lehnhardt,86821.01
Lemmert,86821.08
Lewitzke,86821.35
Liamas,86821.42
Linsmeyer,86821.56
Loveman,86821.7
Lusson,86821.9
Madeo,86822.04
Maeser,86822.1
Mandava,86822.24
Mankoff,86822.31
Manski,86822.38
Marashi,86822.45
Martocchio,86822.58
McCluggage,86822.79
McMechan,86823.13
Minarich,86823.61
Misemer,86823.67
Mitola,86823.74
Morack,86824.01
Morizio,86824.15
Nelmark,86824.76
Nesvold,86824.83
Nienhueser,86825.04
Orler,86825.45
Panattoni,86825.72
Passaglia,86825.79
Pitzl,86826.13
Pletsch,86826.2
Politzer,86826.47
Prothe,86826.61
Prucnal,86826.67
Pybas,86826.81
Ramacher,86827.02
Rasile,86827.15
Rauso,86827.29
Rohaly,86827.56
Romaker,86827.63
Rosnick,86827.83
Roumeliotis,86827.9
Santhanam,86828.31
Scharbrough,86828.38
Schepman,86828.45
Schinnerer,86828.52
Schuit,86828.72
Schure,86828.79
Schwen,86828.86
Schwenger,86828.93
Seelbinder,86828.99
Senkow,86829.13
Shulfer,86829.47
Sperfslage,86829.81
Steckling,86830.22
Steinel,86830.29
Stellick,86830.36
Szypulski,86830.77
Thota,86831.45
Tillou,86831.52
Tometich,86831.59
Tomsik,86831.72
Tuper,86832.34
Vanderhagen,86832.68
Vissering,86833.02
Vonesh,86833.09
Walstead,86833.29
Wanna,86833.43
Wehinger,86833.5
Weicker,86833.56
Wientjes,86833.7
Wiltjer,86833.77
Zanches,86833.9
Ziarnik,86833.97
Zielske,86834.04
Brayden,86809.35
Chando,86810.85
Cowder,86811.74
Sabando,86828.11
Wallert,86833.15
Deanna,86812.49
Franse,86815.08
Keyse,86819.1
Mattle,86822.72
Winingham,86833.84
Zina,86834.11
Bernarde,86808.19
Olone,86825.31
Rop,86827.77
Elvey,86813.92
Goshe,86816.1
Hervert,86817.4
Lavie,86820.81
Tato,86831.04
Caddo,86810.24
Conen,86811.53
Rona,86827.7
Barte,86807.85
Graffin,86816.17
Kona,86819.51
Kora,86819.79
McCrain,86822.92
Steager,86830.15
Tunon,86832.27
Bonda,86808.94
Bund,86810.03
Harles,86817.06
Mur,86824.42
Teri,86831.24
Murtaza,86824.49
Hut,86818.08
Awong,86807.37
Balenger,86807.64
Brownmiller,86809.76
Monney,86823.95
Ordon,86825.38
Kenemore,86818.97
Cation,86810.51
Crease,86811.81
Tompkin,86831.65
Lurch,86821.83
Nicklos,86824.97
Gafney,86815.15
Lamell,86820.54
Elhassan,86813.85
Culpeper,86812.01
Raino,86826.95
Thompsom,86831.38
Leonidas,86821.22
Stoval,86830.43
Outram,86825.58
Novembre,86825.17
Ferell,86814.53
Lyght,86821.97
Griffins,86816.38
Segree,86829.06
Duvivier,86813.65
Dabo,86812.15
Chisem,86811.26
Moges,86823.88
Trowers,86832.2
Ceus,86810.71
Nelloms,86824.7
Honorable,86817.81
Sharperson,86829.33
Accettura,86806.55
Agapay,86806.62
Arrastia,86807.1
Atto,86807.17
Averbukh,86807.3
Azzato,86807.44
Bakies,86807.51
Balani,86807.58
Ballein,86807.78
Bechara,86808.05
Berno,86808.26
Bisignani,86808.53
Boehling,86808.8
Boiles,86808.87
Bootes,86809.08
Bratlien,86809.28
Brechlin,86809.42
Brend,86809.55
Broin,86809.62
Buchheister,86809.9
Burko,86810.1
Buttimer,86810.17
Cannava,86810.37
Cervasio,86810.65
Chatelle,86810.92
Cherryholmes,86811.06
Chilvers,86811.12
Clubbs,86811.46
Corneliusen,86811.67
Cruff,86811.87
Cuyugan,86812.08
Darias,86812.35
Deavours,86812.56
Deminico,86812.83
Demitro,86812.9
Dempski,86812.96
Derge,86813.03
Dickhut,86813.1
Dipreta,86813.24
Dorethy,86813.31
Draut,86813.37
Drelick,86813.44
Dudzic,86813.58
Eichholtz,86813.72
Embly,86813.99
Eres,86814.12
Evanoski,86814.26
Ferla,86814.6
Fragnito,86814.94
Fralish,86815.01
Gald,86815.22
Gangone,86815.28
Gardetto,86815.42
Gautieri,86815.49
Gawith,86815.56
Gerdin,86815.63
Getchel,86815.76
Godair,86816.03
Granich,86816.24
Gravenor,86816.31
Groendyk,86816.44
Gruschow,86816.72
Gurrera,86816.85
Hagedon,86816.99
Harutunian,86817.13
Herrerg,86817.33
Hexter,86817.47
Hibberts,86817.53
Hitzelberger,86817.6
Hoffine,86817.74
Ites,86818.29
Jehn,86818.49
Jobb,86818.56
Kanellis,86818.69
Kapka,86818.76
Kenville,86819.04
Kilstrom,86819.17
Konior,86819.58
Koolman,86819.65
Kubitschek,86820.2
Kuniyoshi,86820.26
Lassek,86820.74
Lefavor,86820.95
Lenormand,86821.15
Lespier,86821.29
Lindblade,86821.49
Lopus,86821.63
Lukitsch,86821.76
Maletz,86822.17
Marchiando,86822.51
Mastrolia,86822.65
McCornack,86822.86
McCrate,86822.99
McGeoch,86823.06
Meharry,86823.2
Melan,86823.26
Melli,86823.33
Memmel,86823.4
Menis,86823.47
Michalopoulos,86823.54
Modak,86823.81
Mordarski,86824.08
Moronez,86824.22
Morshed,86824.29
Mosseri,86824.36
Mustonen,86824.56
Muyskens,86824.63
Nibler,86824.9
Norquest,86825.11
Nyitray,86825.24
Orthman,86825.52
Ozinga,86825.65
Pauze,86825.86
Pecker,86825.92
Pedi,86825.99
Piros,86826.06
Plis,86826.27
Pokluda,86826.33
Polisky,86826.4
Pritikin,86826.54
Puzey,86826.74
Raichel,86826.88
Ramkumar,86827.08
Raughley,86827.22
Rikli,86827.36
Rinearson,86827.43
Roggio,86827.49
Rued,86827.97
Rymal,86828.04
Salamida,86828.18
Sanberg,86828.24
Schnathorst,86828.58
Schriewer,86828.65
Serb,86829.2
Shair,86829.27
Shoell,86829.4
Sidari,86829.54
Siegele,86829.61
Solero,86829.68
Sorbel,86829.74
Spitznagle,86829.88
Stahlschmidt,86829.95
Stambach,86830.02
Stanbridge,86830.09
Strickert,86830.49
Subers,86830.56
Suchite,86830.63
Suwalski,86830.7
Taipale,86830.84
Takamura,86830.9
Talento,86830.97
Tautkus,86831.11
Teboe,86831.18
Thees,86831.31
Tongson,86831.79
Torna,86831.86
Toton,86831.93
Tramm,86832
Tristani,86832.06
Troemel,86832.13
Tybor,86832.4
Unke,86832.47
Valandingham,86832.54
Vanarsdel,86832.61
Vanmater,86832.75
Vartan,86832.81
Veraldi,86832.88
Vildosola,86832.95
Walman,86833.22
Walta,86833.36
Whitbread,86833.63
Abarr,86834.18
Akula,86834.45
Albinger,86834.52
Alperstein,86834.65
Antonaccio,86834.79
Antoniadis,86834.86
Appert,86834.92
Aunkst,86835.4
Bahia,86835.47
Bammel,86835.53
Bardelli,86835.81
Bartkoski,86835.87
Bartolozzi,86835.94
Beish,86836.21
Beishline,86836.28
Berlier,86836.55
Bezilla,86836.62
Bhushan,86836.69
Bialowas,86836.76
Biedenharn,86836.82
Birnberg,86836.89
Bosick,86837.3
Braunsdorf,86837.37
Breiland,86837.43
Breiling,86837.5
Bretsch,86837.57
Briest,86837.7
Bubp,86837.77
Bulkowski,86837.91
Bushur,86838.18
Casadei,86838.59
Ceurvels,86838.93
Chertok,86838.99
Cholakian,86839.06
Clingingsmith,86839.2
Clitso,86839.27
Cocchia,86839.33
Coffindaffer,86839.47
Conlen,86839.67
Cutuli,86840.08
Czerniejewski,86840.15
Damrau,86840.21
Declemente,86840.42
Dedert,86840.49
Deweber,86840.69
Dhooge,86840.76
Dimaso,86840.89
Dolnick,86841.03
Drachman,86841.16
Drywater,86841.3
Dukowitz,86841.44
Elfring,86841.84
Endresen,86842.05
Faford,86842.11
Farist,86842.18
Felsman,86842.25
Ferrantelli,86842.39
Forestieri,86842.52
Forret,86842.59
Fraumeni,86842.86
Friello,86843
Galimba,86843.06
Ganote,86843.13
Gatehouse,86843.27
Gatte,86843.34
Gerving,86843.61
Guenard,86844.22
Healer,86844.83
Heberlig,86844.9
Heinis,86845.03
Heitkemper,86845.1
Henkemeyer,86845.17
Hensinger,86845.23
Hoatson,86845.51
Hoelker,86845.57
Hogbin,86845.64
Hohlbein,86845.71
Hoopengardner,86845.85
Hugghins,86845.91
Hunkapiller,86845.98
Hutterer,86846.12
Inkster,86846.32
Iorg,86846.39
Isoldi,86846.46
Juchniewicz,86847
Jurgensmeyer,86847.13
Kaliski,86847.41
Kamiyama,86847.54
Karabinos,86847.61
Kilander,86847.81
Kindsfather,86847.88
Kinsolving,86847.95
Kiselev,86848.02
Klobucher,86848.15
Kosla,86848.49
Kotwicki,86848.56
Kozlak,86848.63
Kurdyla,86848.76
Lacaillade,86848.83
Lahoz,86848.97
Lappert,86849.03
Lelacheur,86849.24
Lieberum,86849.51
Loeung,86849.71
Macvittie,86850.05
Maliniak,86850.25
Maraia,86850.46
Marjanovic,86850.53
Marmorstein,86850.59
Mastache,86850.73
Milovanovic,86851.41
Mouat,86851.95
Mozeleski,86852.02
Muensterman,86852.09
Munizza,86852.15
Nealeigh,86852.36
Nhep,86852.56
Nizami,86852.76
Osife,86853.04
Ostmeyer,86853.1
Pank,86853.24
Parascandola,86853.38
Patrias,86853.58
Persiani,86853.71
Peterie,86853.85
Petrovsky,86853.99
Philavong,86854.19
Piedad,86854.26
Pistulka,86854.39
Pittari,86854.53
Pogreba,86854.66
Ponstein,86854.73
Prach,86854.94
Pustka,86855.07
Quaglieri,86855.14
Quillinan,86855.21
Rassman,86855.34
Reckamp,86855.41
Rempp,86855.48
Rennecker,86855.55
Riethmiller,86855.68
